"Artist_Name","Album_Title","Genre","Composer","Track_Name","Track_Price","InvoiceId","Invoice_Price","SR_ID","SR_firstname","SR_LastName","SR_title","SR_City","SR_state","SR_Country","CustomerId","Customer_FirstName","Customer_LastName","Customer_City","Customer_State","Customer_Country"
System Of A Down,Mezmerize,Metal,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",Radio/Video,0.99,79,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,9,Kara,Nielsen,Copenhagen,,Denmark
System Of A Down,Mezmerize,Metal,"Tankian, Serj",This Cocaine Makes Me Feel Like I'm On This Song,0.99,,,,,,,,,,,,,,,
System Of A Down,Mezmerize,Metal,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",Violent Pornography,0.99,79,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,9,Kara,Nielsen,Copenhagen,,Denmark
System Of A Down,Mezmerize,Metal,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",Violent Pornography,0.99,291,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
System Of A Down,Mezmerize,Metal,"Tankian, Serj",Question!,0.99,185,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,52,Emma,Jones,London,,United Kingdom
System Of A Down,Mezmerize,Metal,"Tankian, Serj",Question!,0.99,396,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
System Of A Down,Mezmerize,Metal,"Tankian, Serj",Sad Statue,0.99,79,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,9,Kara,Nielsen,Copenhagen,,Denmark
System Of A Down,Mezmerize,Metal,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",Old School Hollywood,0.99,,,,,,,,,,,,,,,
System Of A Down,Mezmerize,Metal,"Tankian, Serj",Lost in Hollywood,0.99,79,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,9,Kara,Nielsen,Copenhagen,,Denmark
"Terry Bozzio, Tony Levin & Steve Stevens",[1997] Black Light Syndrome,Rock,"Terry Bozzio, Steve Stevens, Tony Levin",The Sun Road,0.99,185,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,52,Emma,Jones,London,,United Kingdom
"Terry Bozzio, Tony Levin & Steve Stevens",[1997] Black Light Syndrome,Rock,"Terry Bozzio, Steve Stevens, Tony Levin",Dark Corners,0.99,291,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
"Terry Bozzio, Tony Levin & Steve Stevens",[1997] Black Light Syndrome,Rock,"Terry Bozzio, Steve Stevens, Tony Levin",Duende,0.99,396,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
"Terry Bozzio, Tony Levin & Steve Stevens",[1997] Black Light Syndrome,Rock,"Terry Bozzio, Steve Stevens, Tony Levin",Black Light Syndrome,0.99,80,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,13,Fernanda,Ramos,Brasília,DF,Brazil
"Terry Bozzio, Tony Levin & Steve Stevens",[1997] Black Light Syndrome,Rock,"Terry Bozzio, Steve Stevens, Tony Levin",Falling in Circles,0.99,,,,,,,,,,,,,,,
"Terry Bozzio, Tony Levin & Steve Stevens",[1997] Black Light Syndrome,Rock,"Terry Bozzio, Steve Stevens, Tony Levin",Book of Hours,0.99,,,,,,,,,,,,,,,
"Terry Bozzio, Tony Levin & Steve Stevens",[1997] Black Light Syndrome,Rock,"Terry Bozzio, Steve Stevens, Tony Levin",Chaos-Control,0.99,186,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
The Black Crowes,Live [Disc 1],Blues,Chris Robinson/Rich Robinson,Midnight From The Inside Out,0.99,80,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,13,Fernanda,Ramos,Brasília,DF,Brazil
The Black Crowes,Live [Disc 1],Blues,Chris Robinson/Rich Robinson,Midnight From The Inside Out,0.99,291,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
The Black Crowes,Live [Disc 1],Blues,Chris Robinson/Rich Robinson,Sting Me,0.99,396,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
The Black Crowes,Live [Disc 1],Blues,Chris Robinson/Rich Robinson,Thick & Thin,0.99,,,,,,,,,,,,,,,
The Black Crowes,Live [Disc 1],Blues,Chris Robinson/Rich Robinson,Greasy Grass River,0.99,,,,,,,,,,,,,,,
The Black Crowes,Live [Disc 1],Blues,Chris Robinson/Rich Robinson,Sometimes Salvation,0.99,80,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,13,Fernanda,Ramos,Brasília,DF,Brazil
The Black Crowes,Live [Disc 1],Blues,Chris Robinson/Rich Robinson,Cursed Diamonds,0.99,186,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
The Black Crowes,Live [Disc 1],Blues,Chris Robinson/Rich Robinson,Miracle To Me,0.99,291,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
The Black Crowes,Live [Disc 1],Blues,Chris Robinson/Rich Robinson,Wiser Time,0.99,,,,,,,,,,,,,,,
The Black Crowes,Live [Disc 1],Blues,Chris Robinson/Rich Robinson,Girl From A Pawnshop,0.99,80,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,13,Fernanda,Ramos,Brasília,DF,Brazil
The Black Crowes,Live [Disc 1],Blues,Chris Robinson/Rich Robinson,Cosmic Fiend,0.99,,,,,,,,,,,,,,,
The Black Crowes,Live [Disc 2],Blues,Chris Robinson/Rich Robinson,Black Moon Creeping,0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Black Crowes,Live [Disc 2],Blues,Chris Robinson/Rich Robinson,High Head Blues,0.99,186,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
The Black Crowes,Live [Disc 2],Blues,Chris Robinson/Rich Robinson,Title Song,0.99,80,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,13,Fernanda,Ramos,Brasília,DF,Brazil
The Black Crowes,Live [Disc 2],Blues,Chris Robinson/Rich Robinson,Title Song,0.99,291,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
The Black Crowes,Live [Disc 2],Blues,Chris Robinson/Rich Robinson,She Talks To Angels,0.99,,,,,,,,,,,,,,,
The Black Crowes,Live [Disc 2],Blues,Chris Robinson/Rich Robinson,Twice As Hard,0.99,,,,,,,,,,,,,,,
The Black Crowes,Live [Disc 2],Blues,Chris Robinson/Rich Robinson,Lickin',0.99,,,,,,,,,,,,,,,
The Black Crowes,Live [Disc 2],Blues,Chris Robinson/Rich Robinson,Soul Singing,0.99,80,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,13,Fernanda,Ramos,Brasília,DF,Brazil
The Black Crowes,Live [Disc 2],Blues,A.Isbell/A.Jones/O.Redding,Hard To Handle,0.99,186,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
The Black Crowes,Live [Disc 2],Blues,Chris Robinson/Rich Robinson,Remedy,0.99,291,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
The Clash,The Singles,Alternative & Punk,Joe Strummer/Mick Jones,White Riot,0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Clash,The Singles,Alternative & Punk,Joe Strummer/Mick Jones,Remote Control,0.99,,,,,,,,,,,,,,,
The Clash,The Singles,Alternative & Punk,Joe Strummer/Mick Jones,Complete Control,0.99,,,,,,,,,,,,,,,
The Clash,The Singles,Alternative & Punk,Joe Strummer/Mick Jones,Clash City Rockers,0.99,81,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,19,Tim,Goyer,Cupertino,CA,USA
The Clash,The Singles,Alternative & Punk,Joe Strummer/Mick Jones,(White Man) In Hammersmith Palais,0.99,186,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
The Clash,The Singles,Alternative & Punk,Joe Strummer/Mick Jones,Tommy Gun,0.99,291,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
The Clash,The Singles,Alternative & Punk,Mick Jones/Traditional arr. Joe Strummer,English Civil War,0.99,,,,,,,,,,,,,,,
The Clash,The Singles,Alternative & Punk,Sonny Curtis,I Fought The Law,0.99,,,,,,,,,,,,,,,
The Clash,The Singles,Alternative & Punk,Joe Strummer/Mick Jones,London Calling,0.99,,,,,,,,,,,,,,,
The Clash,The Singles,Alternative & Punk,Joe Strummer/Mick Jones,Train In Vain,0.99,81,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,19,Tim,Goyer,Cupertino,CA,USA
The Clash,The Singles,Alternative & Punk,Joe Strummer/Mick Jones,Train In Vain,0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Clash,The Singles,Alternative & Punk,Joe Strummer/Mick Jones,Bankrobber,0.99,186,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
The Clash,The Singles,Alternative & Punk,The Clash,The Call Up,0.99,,,,,,,,,,,,,,,
The Clash,The Singles,Alternative & Punk,The Clash,Hitsville UK,0.99,,,,,,,,,,,,,,,
The Clash,The Singles,Alternative & Punk,The Clash,The Magnificent Seven,0.99,,,,,,,,,,,,,,,
The Clash,The Singles,Alternative & Punk,The Clash,This Is Radio Clash,0.99,292,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
The Clash,The Singles,Alternative & Punk,The Clash,Know Your Rights,0.99,81,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,19,Tim,Goyer,Cupertino,CA,USA
The Clash,The Singles,Alternative & Punk,The Clash,Rock The Casbah,0.99,186,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
The Clash,The Singles,Alternative & Punk,The Clash,Should I Stay Or Should I Go,0.99,,,,,,,,,,,,,,,
The Cult,Beyond Good And Evil,Rock,Billy Duffy/Ian Astbury,War (The Process),0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Cult,Beyond Good And Evil,Rock,Billy Duffy/Ian Astbury,The Saint,0.99,,,,,,,,,,,,,,,
The Cult,Beyond Good And Evil,Rock,Billy Duffy/Ian Astbury,Rise,0.99,,,,,,,,,,,,,,,
The Cult,Beyond Good And Evil,Rock,Billy Duffy/Ian Astbury,Take The Power,0.99,81,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,19,Tim,Goyer,Cupertino,CA,USA
The Cult,Beyond Good And Evil,Rock,Billy Duffy/Ian Astbury/Marti Frederiksen/Mick Jones,Breathe,0.99,186,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
The Cult,Beyond Good And Evil,Rock,Billy Duffy/Ian Astbury,Nico,0.99,292,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
The Cult,Beyond Good And Evil,Rock,Billy Duffy/Ian Astbury,American Gothic,0.99,,,,,,,,,,,,,,,
The Cult,Beyond Good And Evil,Rock,Billy Duffy/Bob Rock/Ian Astbury,Ashes And Ghosts,0.99,,,,,,,,,,,,,,,
The Cult,Beyond Good And Evil,Rock,Billy Duffy/Ian Astbury,Shape The Sky,0.99,,,,,,,,,,,,,,,
The Cult,Beyond Good And Evil,Rock,Billy Duffy/Bob Rock/Ian Astbury,Speed Of Light,0.99,81,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,19,Tim,Goyer,Cupertino,CA,USA
The Cult,Beyond Good And Evil,Rock,Billy Duffy/Bob Rock/Ian Astbury,Speed Of Light,0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Cult,Beyond Good And Evil,Rock,Billy Duffy/Ian Astbury,True Believers,0.99,186,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
The Cult,Beyond Good And Evil,Rock,Billy Duffy/Ian Astbury,My Bridges Burn,0.99,,,,,,,,,,,,,,,
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,She Sells Sanctuary,0.99,,,,,,,,,,,,,,,
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Fire Woman,0.99,,,,,,,,,,,,,,,
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Lil' Evil,0.99,292,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Spirit Walker,0.99,81,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,19,Tim,Goyer,Cupertino,CA,USA
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,The Witch,0.99,,,,,,,,,,,,,,,
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Revolution,0.99,,,,,,,,,,,,,,,
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Wild Hearted Son,0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Love Removal Machine,0.99,187,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,8,Daan,Peeters,Brussels,,Belgium
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Rain,0.99,,,,,,,,,,,,,,,
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Edie (Ciao Baby),0.99,81,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,19,Tim,Goyer,Cupertino,CA,USA
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Heart Of Soul,0.99,,,,,,,,,,,,,,,
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Love,0.99,292,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Wild Flower,0.99,,,,,,,,,,,,,,,
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Go West,0.99,,,,,,,,,,,,,,,
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Resurrection Joe,0.99,,,,,,,,,,,,,,,
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Sun King,0.99,81,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,19,Tim,Goyer,Cupertino,CA,USA
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Sun King,0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Sweet Soul Sister,0.99,187,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,8,Daan,Peeters,Brussels,,Belgium
The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,,Earth Mofo,0.99,,,,,,,,,,,,,,,
The Doors,The Doors,Rock,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Break on Through,0.99,,,,,,,,,,,,,,,
The Doors,The Doors,Rock,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Soul Kitchen,0.99,,,,,,,,,,,,,,,
The Doors,The Doors,Rock,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",The Crystal Ship,0.99,292,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
The Doors,The Doors,Rock,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Twentienth Century Fox,0.99,81,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,19,Tim,Goyer,Cupertino,CA,USA
The Doors,The Doors,Rock,Weill-Brecht,Alabama Song,0.99,,,,,,,,,,,,,,,
The Doors,The Doors,Rock,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Light My Fire,0.99,,,,,,,,,,,,,,,
The Doors,The Doors,Rock,"Willie Dixon, C. Burnett",Back Door Man,0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Doors,The Doors,Rock,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",I Looked At You,0.99,187,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,8,Daan,Peeters,Brussels,,Belgium
The Doors,The Doors,Rock,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",End Of The Night,0.99,,,,,,,,,,,,,,,
The Doors,The Doors,Rock,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Take It As It Comes,0.99,,,,,,,,,,,,,,,
The Doors,The Doors,Rock,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",The End,0.99,,,,,,,,,,,,,,,
The Police,The Police Greatest Hits,Rock,G M Sumner,Roxanne,0.99,292,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
The Police,The Police Greatest Hits,Rock,G M Sumner,Can't Stand Losing You,0.99,82,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,28,Julia,Barnett,Salt Lake City,UT,USA
The Police,The Police Greatest Hits,Rock,G M Sumner,Message in a Bottle,0.99,,,,,,,,,,,,,,,
The Police,The Police Greatest Hits,Rock,G M Sumner,Walking on the Moon,0.99,,,,,,,,,,,,,,,
The Police,The Police Greatest Hits,Rock,G M Sumner,Don't Stand so Close to Me,0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Police,The Police Greatest Hits,Rock,G M Sumner,"De Do Do Do, De Da Da Da",0.99,187,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,8,Daan,Peeters,Brussels,,Belgium
The Police,The Police Greatest Hits,Rock,G M Sumner,Every Little Thing She Does is Magic,0.99,,,,,,,,,,,,,,,
The Police,The Police Greatest Hits,Rock,G M Sumner,Invisible Sun,0.99,,,,,,,,,,,,,,,
The Police,The Police Greatest Hits,Rock,G M Sumner,Spirit's in the Material World,0.99,,,,,,,,,,,,,,,
The Police,The Police Greatest Hits,Rock,G M Sumner,Every Breath You Take,0.99,292,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
The Police,The Police Greatest Hits,Rock,G M Sumner,King Of Pain,0.99,82,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,28,Julia,Barnett,Salt Lake City,UT,USA
The Police,The Police Greatest Hits,Rock,G M Sumner,Wrapped Around Your Finger,0.99,,,,,,,,,,,,,,,
The Police,The Police Greatest Hits,Rock,G M Sumner,Don't Stand So Close to Me '86,0.99,,,,,,,,,,,,,,,
The Police,The Police Greatest Hits,Rock,G M Sumner,Message in a Bottle (new classic rock mix),0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,Jerry Ragavoy,Time Is On My Side,0.99,187,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,8,Daan,Peeters,Brussels,,Belgium
The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,Jagger/Richards,Heart Of Stone,0.99,,,,,,,,,,,,,,,
The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,Nanker Phelge,Play With Fire,0.99,,,,,,,,,,,,,,,
The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,Jagger/Richards,Satisfaction,0.99,,,,,,,,,,,,,,,
The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,Jagger/Richards/Oldham,As Tears Go By,0.99,292,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,Jagger/Richards,Get Off Of My Cloud,0.99,82,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,28,Julia,Barnett,Salt Lake City,UT,USA
The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,Jagger/Richards,Mother's Little Helper,0.99,,,,,,,,,,,,,,,
The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,Jagger/Richards,"19th Nervous Breakdown",0.99,,,,,,,,,,,,,,,
The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,Jagger/Richards,Paint It Black,0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,Jagger/Richards,Under My Thumb,0.99,187,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,8,Daan,Peeters,Brussels,,Belgium
The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,Jagger/Richards,Ruby Tuesday,0.99,,,,,,,,,,,,,,,
The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,Jagger/Richards,Let's Spend The Night Together,0.99,,,,,,,,,,,,,,,
The Rolling Stones,No Security,Rock,Jagger/Richards,Intro,0.99,,,,,,,,,,,,,,,
The Rolling Stones,No Security,Rock,Jagger/Richards,You Got Me Rocking,0.99,292,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
The Rolling Stones,No Security,Rock,Jagger/Richards,Gimmie Shelters,0.99,82,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,28,Julia,Barnett,Salt Lake City,UT,USA
The Rolling Stones,No Security,Rock,Jagger/Richards,Flip The Switch,0.99,,,,,,,,,,,,,,,
The Rolling Stones,No Security,Rock,Jagger/Richards,Memory Motel,0.99,,,,,,,,,,,,,,,
The Rolling Stones,No Security,Rock,Jesse Ed Davis III/Taj Mahal,Corinna,0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Rolling Stones,No Security,Rock,Jagger/Richards,Saint Of Me,0.99,187,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,8,Daan,Peeters,Brussels,,Belgium
The Rolling Stones,No Security,Rock,Jagger/Richards,Wainting On A Friend,0.99,,,,,,,,,,,,,,,
The Rolling Stones,No Security,Rock,Faithfull/Jagger/Richards,Sister Morphine,0.99,,,,,,,,,,,,,,,
The Rolling Stones,No Security,Rock,Jagger/Richards,Live With Me,0.99,,,,,,,,,,,,,,,
The Rolling Stones,No Security,Rock,Jagger/Richards,Respectable,0.99,292,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
The Rolling Stones,No Security,Rock,De Beauport/Jagger/Richards,Thief In The Night,0.99,82,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,28,Julia,Barnett,Salt Lake City,UT,USA
The Rolling Stones,No Security,Rock,Jagger/Richards,The Last Time,0.99,,,,,,,,,,,,,,,
The Rolling Stones,No Security,Rock,Jagger/Richards,Out Of Control,0.99,,,,,,,,,,,,,,,
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,Love Is Strong,0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,You Got Me Rocking,0.99,187,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,8,Daan,Peeters,Brussels,,Belgium
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,Sparks Will Fly,0.99,,,,,,,,,,,,,,,
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,The Worst,0.99,,,,,,,,,,,,,,,
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,New Faces,0.99,,,,,,,,,,,,,,,
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,Moon Is Up,0.99,292,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,Out Of Tears,0.99,82,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,28,Julia,Barnett,Salt Lake City,UT,USA
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,I Go Wild,0.99,,,,,,,,,,,,,,,
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,Brand New Car,0.99,,,,,,,,,,,,,,,
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,Sweethearts Together,0.99,397,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,Suck On The Jugular,0.99,187,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,8,Daan,Peeters,Brussels,,Belgium
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,Blinded By Rainbows,0.99,,,,,,,,,,,,,,,
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,Baby Break It Down,0.99,,,,,,,,,,,,,,,
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,Thru And Thru,0.99,,,,,,,,,,,,,,,
The Rolling Stones,Voodoo Lounge,Rock,Jagger/Richards,Mean Disposition,0.99,292,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
